name,mark,director,release_time,length,imdb_link,cover_link,summary
哈利·波特与死亡圣器(下),8.7,大卫·叶茨,语言:,2011-07-15(美国),http://www.imdb.com/title/tt1201607,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg,"
                                　　当又一次和伏地魔（拉尔夫·费因斯 Ralph Fiennes 饰）的意识连通，哈利·波特（丹尼尔·雷德克里夫 Daniel Radcliffe 饰）断定最后一件魂器藏在霍格沃茨，于是和罗恩（鲁伯特·格林特 Rupert Grint 饰）、赫敏（艾玛·沃森 Emma Watson 饰）一同返回阴云密布的学校。在好友们的帮助下，他们成功驱逐了斯内普（艾伦·瑞克曼 Alan Rickman 饰），然而觉察到哈利目的的伏地魔则率领徒众向霍格沃茨逼近。食死徒、摄魂怪、巨人疯狂涌入这所有着悠久历史的魔法学校，正邪决战旋即爆发，一时间血雨腥风，死伤无数。从斯内普的眼泪中，哈利不仅了解到父辈的故事，也证实了藏缅于他体内最后的秘密。在此之后，他也和伏地魔迎来了最后的对决……
                                    "
海边的曼彻斯特,8.6,肯尼思·洛纳根,2017-08-25(中国大陆),片长:,http://www.imdb.com/title/tt4034228,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496940327.jpg,"
                                　　李（卡西·阿弗莱克 Casey Affleck 饰）是一名颓废压抑的修理工，在得知哥哥乔伊（凯尔·钱德勒 Kyle Chandler 饰）去世的消息后，李回到了故乡——海边的曼彻斯特处理乔伊的后事。根据乔伊的遗嘱，李将会成为乔伊的儿子帕特里克（卢卡斯·赫奇斯 Lucas Hedg es 饰）的监护人，李打算将帕特里克带回波士顿，但很显然帕特里克并不愿意离开家乡和朋友们，但李亦不愿在这片伤心地久留。
                                    "
7号房的礼物,8.7,李焕庆,语言:,片长:,http://www.7gift.kr,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,"
                                　　1997年，只有6岁儿童智商的智障男子李龙久（柳成龙 饰）和可爱的女儿艺胜（葛素媛 饰）相依为命，生活虽然简单清贫，却充满幸福。某天，执着为女儿买美少女战士书包的龙久意外卷入一起幼童诱拐奸杀案，而死者竟是警察局长的女儿。龙久懵懂无知，搞不清状况，昏头昏脑就被投入监狱。在7号牢房中，聚集着走私犯蘇杨浩（吴达洙 饰）、诈骗犯崔春浩（朴元尚 饰）、通奸犯姜万范（金正泰 饰）、恐吓犯老徐（金基灿 饰）和抢劫犯申奉植（郑万植 饰）等五毒俱全的“社会渣滓”。龙久孩子般纯洁的心渐渐感动了这几个“大坏蛋”，他们甚至不惜冒险将艺胜带入牢房与父亲相会。
                                    "
傲慢与偏见,8.4,乔·赖特,2005-09-16(英国),又名:,http://www.imdb.com/title/tt0414387,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452005185.jpg,"
                                　　根据简·奥斯汀同名小说改编。伊丽莎白·班纳特(凯拉·奈特丽 饰)出身于小地主家庭，有四个姐妹，母亲班纳特太太整天操心着为女儿物色称心如意的丈夫。新来的邻居宾格来先生和他的朋友达西（马修·麦克菲迪恩 饰）打破了她们一家人单调的乡村生活。宾格来和伊丽莎白的姐姐简·班纳特互生情愫；达西对善良聪明的伊丽莎白产生了好感，而伊丽莎白却对达西不可一世的傲慢心存偏见，不接受他的感情。然而，世事难料，宾格来和简·班纳特因为误会，关系危在旦夕；达西的种种作为，展示了性格中和伊丽莎白相同的善良一面，逐渐赢得了伊丽莎白的好感。两对有情人能否终成眷属？班纳特姐妹们能否得到自己想要的生活？
                                    "
恋恋笔记本,8.5,尼克·卡萨维茨,2004-06-25(美国),又名:,http://www.imdb.com/title/tt0332280,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,"
                                　　一个浸润着鲜红与纯白的爱情故事，写在一本洒满昏黄的笔记本上，被一位老先生(詹姆斯·加纳 饰)，一遍一遍的讲述。老太太(吉娜·罗兰兹 饰)总是静静的听着，好奇的追问结果。在一家疗养院，这样不变的场景每天都会上演。
                                    "
卢旺达饭店,8.8,特瑞·乔治,语言:,片长:,http://www.mgm.com/ua/hotelrwanda/main.html,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159368352.jpg,"
                                　　影片来源于一个真实的故事。保罗•卢斯赛伯吉纳(唐•钱德尔 Don Cheadle  饰)在乱世中开了一家饭店，这家饭店在杀戮如麻的世界中，就像一个绿洲供人休憩，救人性命。事件源于两国元首的罹难：他们分别是胡图族和图西族的首领，同乘一班机，却被意外击落。这样一来，两族人之间的猜忌和争斗开始了，胡图族人开始疯狂杀戮图西族人。
                                    "
虎口脱险,8.9,热拉尔·乌里,1966-12-08(法国),又名:,http://www.imdb.com/title/tt0060474,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,"
                                　　二战期间，英国一架飞机在执行轰炸任务中，被德军击中，几名英国士兵被迫跳伞逃生。他们约好在土耳其浴室见面，并用这次行动的代号“鸳鸯茶”作为接头暗号。
                                    "
荒蛮故事,8.8,达米安·斯兹弗隆,上映日期:,片长:,http://www.imdb.com/title/tt3011894,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192834364.jpg,"
                                　　《荒蛮故事》是一部黑色喜剧，由6个独立的暴力复仇小故事构成。影片是一次对于人类失控行径的颠覆性创作，从怪异的幽默感，独特的画面和大胆的配乐，到对于身处绝境的普通人这一题材的偏爱，都可以清晰地看到南美鬼才导演达米安·斯兹弗隆与阿莫多瓦在创作方面的相似之处。不过，斯兹弗隆仍然通过这部影片发出了自己独特的声音：一场对于一个腐败成风、经济和社会严重不平等的社会的尖锐抨击。
                        "
穿越时空的少女,8.6,细田守,制片国家/地区:,2006-07-15(日本),http://www.kadokawa.co.jp/tokikake/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg,"
                                　　17岁少女绀野真琴是一个活泼跳脱的少女。在一次普通值日工作中，真琴不小心摔倒了，自此她发现自己拥有了穿越时空的能力。她兴奋不已，掌握了穿越时空的方法后，她经常用这个方法去解决生活中许多令她困扰十分的事。
                                    "
纵横四海,8.7,吴宇森,语言:,片长:,http://www.imdb.com/title/tt0101020,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2272146906.jpg,"
                                　　亚占（张国荣）、亚Joe（周润发）和红豆（钟楚红）是三名盗画高手，专为他们的养父（曾江）偷盗知名艺术品令其赚钱。
                                    "
小森林 冬春篇,8.9,森淳一,片长:,IMDb链接:,http://www.imdb.com/title/tt3474602,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg,"
                                　　于无法融入喧嚣吵闹的大城市，平凡女孩市子（桥本爱 饰）选择回到自幼生长的老家——位于日本东北地区的小森村。这里没有过多时尚文明的色彩，当地人过着日出而作日落而息的传统生活，他们靠天吃饭，靠着双手经营人生。生活虽不富裕，心中则是满满的充实和欢喜。受妈妈（桐島かれん 饰） 影响，市子似乎对亲手制作各种美味而廉价的料理有着格外浓厚的兴趣。妈妈失踪已经很久，对料理的回忆与再现成为母女间别具特色的交流方式。更何况还有取自大自然的各种食材，又怎能暴殄天物浪费了大好的韶光？在好友纪子（松冈茉优 饰）和裕太（三浦贵大 饰）的陪伴下，市子静静地走过了春夏秋冬……
                                    "
蝙蝠侠：黑暗骑士崛起,8.6,克里斯托弗·诺兰,官方网站:,上映日期:,http://www.thedarkknightrises.com,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg,"
                            "
我是山姆,8.8,杰茜·尼尔森,2001-12-03(美国),又名:,http://www.imdb.com/title/tt0277027,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,"
                                　　在星巴克工作的山姆（西恩•潘 Sean Penn 饰），虽已成人，但智力水平只有7岁。一次偶然，他收留了一个流浪女。该女子帮山姆生下了一个女儿后消失得无影无踪。
                                    "
时空恋旅人,8.6,理查德·柯蒂斯,语言:,片长:,http://www.abouttimemovie.com,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,"
                                　　Tim（多姆纳尔·格利森 Domhnall Gleeson 饰）21岁了，他的老爸（比尔·奈伊 Bill Nighy 饰）告诉他，他们家族的男人都有时光旅行的超能力，可以回到过去。于是Tim将信就疑地试了一下，回到了夏天，在那里他试图改变和暗恋对象的关系，却发现怎么穿越时空都不能让不爱你的人爱上你。之后Tim来到了伦敦，成为了一个律师。他爱上了一个漂亮的姑娘Mary（瑞秋·麦克亚当斯 Rachel McAdams 饰），他通过几次时空旅行，努力地想成为Mary的男朋友。再后来，他又试图通过时光旅行，去挽回一场失败的话剧，去改善妹妹的生活，去更好地和亲人、朋友相处，度过生命中的每一天。
                        "
超能陆战队,8.6,唐·霍尔,官方网站:,上映日期:,http://www.disneyanimation.com/projects/bighero6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.jpg,"
                                　　未来世界的超级都市旧京山（San Fransokyo），热爱发明创造的天才少年小宏，在哥哥泰迪的鼓励下参加了罗伯特·卡拉汉教授主持的理工学院机器人专业的入学大赛。他凭借神奇的微型磁力机器人赢得观众、参赛者以及考官的一致好评，谁知突如其来的灾难却将小宏的梦想和人生毁于一旦。大火烧毁了展示会场，而哥哥为了救出受困的卡拉汉教授命丧火场。身心饱受创伤的小宏闭门不出，哥哥生前留下的治疗型机器人大白则成为安慰他的唯一伙伴。原以为微型机器人也毁于火灾，谁知小宏和大白竟意外发现有人在某座废弃工厂内大批量地生产他的发明。
                                    "
心迷宫,8.6,忻钰坤,上映日期:,2014-08-28(威尼斯电影节),http://www.imdb.com/title/tt4078856,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2275298525.jpg,"
                                　　一个想要挣脱父权控制的青年，在一次争执中失手杀死了同村的痞子，被迫逃亡。他没有想过会用这样的方式逃离安逸的生活，离开之际却惊人的发现宿命早已将他和专制的父亲紧紧连接在一起，走或留他都将失去一切。
                                    "
冰川时代,8.4,卡洛斯·沙尔丹哈,上映日期:,81 分钟,http://www.imdb.com/title/tt0268380,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,"
                                　　冰河时期降至，动物们都急着迁徙到温暖的地方及储存食物。长毛象曼弗瑞德、树獭希德、剑齿虎迪亚戈为了帮助一个人类的婴儿回到父母身边，因而也掉了动物们迁徙的队伍。三只性格各异的动物，觉得集合力量帮助婴儿。一路上，善良的曼弗瑞德总觉得迪亚戈心怀鬼胎，想吃掉婴儿，互相猜疑。他们一起经历了无数艰难险阻，终于能够真诚相对。
                                    "
浪潮,8.7,丹尼斯·甘塞尔,2008-03-13(德国),又名:,http://www.imdb.com/title/tt1063669,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg,"
                                　　赖纳•文格尔（Jürgen Vogel 饰）是德国某所高中的老师，该学校正在进行“国家体制”的主题活动周。由于他最喜欢的“无政府主义”课被另一位老师捷足先登，因此他只能主讲“独裁统治”课程。
                                    "
人工智能,8.6,史蒂文·斯皮尔伯格,语言:,片长:,http://aimovie.warnerbros.com/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,"
                                　　21世纪中期，由于温室效应，南北极冰川融化，地球上很多城市被淹没。此时，人类科技已经高度发达，人工智能机器人就是人类发明出来用以应对恶劣自然环境的科技手段之一，而且，机器人制造技术已经高度发达，先进的机器人不但拥有可以乱真的人类外表，还能感知自身的存在。
                                    "
唐伯虎点秋香,8.4,李力持,上映日期:,102 分钟,http://www.imdb.com/title/tt0108289,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1946455272.jpg,"
                                　　唐伯虎（周星驰 饰）身为江南四大才子之首，却有道不尽的心酸。宁王想唐伯虎帮忙图谋作反，唐伯虎只好用内功改变脉象，令众人都相信他命不久矣。母亲埋怨他不应该把功夫暴露，因为他们家族一直被当年的仇人追杀。唐伯虎在与朋友出游时，遇到了貌若天仙的秋香并对她一见钟情，决心要到华府当家丁以追求秋香，唐伯虎被取名华安。期间华太师遇到了宁王上门刁难，幸好有唐伯虎出面相助，并暴露了自己是唐伯虎的身份。秋香才知道华安是自己欣赏的唐伯虎。华夫人跟唐家有怨，因此二人便开始斗法。怎料宁王跟夺面书生再次上门，华夫人不是对手，幸得唐伯虎出手，华夫人也答应把秋香许配给唐伯虎。
                        "
花样年华,8.5,王家卫,2000-05-20(戛纳电影节),98 分钟,http://www.imdb.com/title/tt0118694,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,"
                                　　1960年代的香港，报馆编辑周慕云（梁朝伟 饰）与太太搬进一间住户多是上海人的公寓，和某家日资公司的贸易代表陈先生与太太苏丽珍（张曼玉 饰）成了邻居。因为发现各自在外工作的配偶背着他们有了婚外情，周慕云和苏丽珍开始见面商讨未来可能发生的事情以及相应对策。
                                    "
雨中曲,9.0,斯坦利·多南,上映日期:,103 分钟,http://www.imdb.com/title/tt0045152,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,"
                                　　无声电影时代，演员的形体远远比声音重要。琳娜（简·哈根 Jean Hagen 饰）就是凭着讨好的外形，和唐（吉恩·凯利 Gene Kelly 饰）成为大受欢迎的明星搭档。然而，随着技术的发展，有声电影问世，这就难倒了声音及其难听的琳娜。无论如何训练，她都不能把台词念得漂 亮。于是，唐请来了声音甜美的凯西（黛比·雷诺斯 Debbie Reynolds 饰），让她做琳娜音乐剧幕后的配音者，令琳娜的演出声名大振。而走红的琳娜更加目中无人。
                                    "
玩具总动员3,8.8,李·昂克里奇,制片国家/地区:,2010-06-16(中国大陆),http://disney.go.com/toystory/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,"
                                　　距上一次的冒险已经过去11个年头，转眼间安迪（约翰·莫里斯 John Morris 配音）变成了17岁的阳光男孩。这年夏天，安迪即将开始大学生活，他必须将自己的房间收拾整齐留给妹妹。此前，伍迪（汤姆·汉克斯 Tom Hanks 配音）与巴斯光年（蒂姆·艾伦 Tim Allen 配音）等玩具一直期待安迪再和他们玩耍，但是随着岁月的流逝，他们被冷落在箱子里很久了。安迪十分珍惜这些童年的玩伴，于是准备将他们收在阁楼。谁曾想，妈妈却把玩具们当作废物扔到街道上。玩具们误解了安迪，于是愤然出走，宁可被捐赠到阳光之家幼儿园。
                                    "
未麻的部屋,8.8,今敏,上映日期:,片长:,http://www.imdb.com/title/tt0156887,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,"
                                　　当红三人少女偶像团体Charming Bird面临解散，核心成员雾越未麻在事务所的安排下不得不退出团体，转型成为一名电视剧演员。万事开头难，对于偶像歌手转型而来的未麻尤其如此，她在工作中承受着压力，闷闷不乐。与此同时，各种恐吓信不断、经纪人田所先生遇袭以及以自己的口吻在网站上写日记的神秘人都让未麻焦虑不已，恍惚间她甚至看到另一个自己。
                                    "
爆裂鼓手,8.6,达米恩·查泽雷,2014-10-10(美国),又名:,http://www.imdb.com/title/tt2582802,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,"
                            "
撞车,8.6,保罗·哈吉斯,上映日期:,片长:,http://www.crashfilm.com/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2075132390.jpg,"
                                　　一个黑人电视导演和他的妻子，莫名其妙地因为莫须有的违章驾驶受到了白人警察的侮辱；看似该受到谴责的警察却在最危急关头挽救了那名曾遭他侮辱的黑人妇女；老实巴交的波斯商店店主，却差点谋杀了有着刺青的墨西哥修锁匠(迈克尔•佩纳Michael Pena饰)；地区检察官（布兰登•费舍尔Brendan Fraser 饰）和他的妻子（桑德拉•布洛克Sandra Bullock饰）被抢吉普车后只能把怨气发泄到无辜的修锁匠身上；黑人警察（唐•钱德尔 Don Cheadle 饰）在承受着上司的威胁和焦急地寻找自己的弟弟。
                                    "
一次别离,8.7,阿斯哈·法哈蒂,2012-11-13(中国大陆),片长:,http://www.imdb.com/title/tt1832382,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189835254.jpg,"
                            "
追随,8.9,克里斯托弗·诺兰,上映日期:,片长:,http://www.imdb.com/title/tt0154506,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1150103377.jpg,"
                                　　比尔（杰里米•希尔伯德 Jeremy Theobald 饰）是个游手好闲的作家，借跟踪陌生人打发时间。这让他体验到形形色色的人生，很神秘，也很刺激。不过，有一次，比尔盯上了一个西服革履的家伙克布（艾利克斯•浩尔 Alex Haw 饰）。尾随到餐厅之后，他却被对方识破，只得摊牌。克布是个贩卖盗版光碟的商贩，此外还做拧门撬锁的勾当。克布带着比尔潜入了陌生人家中，但比尔发现克布根本不取财物，而是寻找主人蓄意掩盖的隐私。同时，克布还提醒比尔要注意仪表。后来，比尔认识了一个神秘的金发女人（露西•拉塞尔 Lucy Russell 饰）。在酒吧，比尔主动与她调情，但是对方冷若冰霜。原来她是黑社会大佬的女人，但是不可遏制的激情让比尔失去了理智，从而堕入了万劫不复的深渊……
                        "
罗生门,8.7,黑泽明,上映日期:,88分钟,http://www.imdb.com/title/tt0042876,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1864872647.jpg,"
                                　　罗生门，日本京都的正南门。云游和尚、砍柴人和乞丐在城门底下避雨，三人闲聊，话题开始，故事的序幕拉开：一个武士和他妻子路过荒山，遭遇了不测。妻子被侮辱，而武士惨遭杀害。惨案如何酿成？凶手、妻子、借武士亡魂来做证的女巫，都各有说法。
                                    "
朗读者,8.5,史蒂芬·戴德利,2008-12-10(纽约首映),片长:,http://www.imdb.com/title/tt0976051,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg,"
                            "
香水,8.4,汤姆·提克威,上映日期:,2006-11-24(西班牙),http://www.imdb.com/title/tt0396171,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p470006658.jpg,"
                                　　十八世纪，让-马普蒂斯特•格雷诺耶（本•韦肖 Ben Whishaw 饰）出生在巴黎最肮脏、最恶臭不堪的地方——鱼市场上。格雷诺耶天生对气味有着惊人的天赋：无论恶臭还芳香，他都一一记住，并能轻易分辨各种气味。
                                    "
二十二,8.8,郭柯,片长:,IMDb链接:,http://www.imdb.com/title/tt3843282,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,"
                                　　在日本侵华战争的八年间，至少20万中国妇女被迫沦为日军的性奴隶，也就是我们经常提及的“慰安妇”。在影片2014年开拍之时，中国内地仅剩22位“慰安妇”幸存者。当光阴慢慢划过，时间抚平伤口，这些经历了常人无法想象的磨难的老人们，如今又身在何处，过着怎样的生活，经历着怎样的悲喜忧乐？
                        "
可可西里,8.7,陆川,2004-10-01(中国大陆),85分钟(中国大陆),http://www.imdb.com/title/tt0386651,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,"
                                　　尕玉（张磊 饰）本来是个警察，为了调查藏羚羊猎杀状况，他假扮记者身份，随考察团来到可可西里——那里气候寒冷、空气稀薄，含氧量极低。就在这个人类生存的“禁区”，尕玉目睹了一幕幕人性的贪婪以及人类与环境的狂暴冲突。首先是藏羚羊保护站的巡山队员被盗猎人枪杀，接下来他们见到了悲惨的一幕：盗猎者逃走，只留下众多只剩嶙峋白骨的藏羚羊。巡山队员在恶劣的环境中追捕凶手，最终只夺回了一部份的藏羚羊皮毛。一方面要与恶劣的自然环境抗争、另一方面还要与凶残的盗猎者周旋，巡山队员和尕玉面临着生死考验。
                        "
地球上的星星,8.8,阿米尔·汗,语言:,片长:,http://www.taarezameenpar.com,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg,"
                                　　对于8岁的男孩伊夏（达席尔·萨法瑞 Darsheel Safary 饰）来说，世界是充满了惊奇和快乐的万花筒，他正在用一切他能够想到的方式和这个陌生的世界进行着交流，同时也充分的享受着大地万物慷慨的赠与。可是，这样的伊夏却是成年人眼中的问题儿童，他的成绩不好，在班上的排名靠后， 脑子里还充满了各种匪夷所思的鬼点子，在又一次闯下大祸后，忍无可忍的父母将他送往了寄宿学校。
                                    "
战争之王,8.5,安德鲁·尼科尔,2005-09-16(美国),又名:,http://www.imdb.com/title/tt0399295,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453719066.jpg,"
                                　　本来美国移民尤瑞（尼古拉斯•凯奇 Nicolas Cage 饰）的家族生意是开饭馆。但是一个偶然的机会令他踏入了军火生意的大门，从此开始了贩卖武器的“职业生涯”。尤瑞遇事机智，胆大心细，这不仅让他成功俘获了美女埃娃的心，还使得他在地下军火生意中愈战愈勇。但是，不顺心的事情也随之而来：出现了生意上的死对头和一名老是盯着他的国际警察；弟弟染上毒瘾，并在一单生意交易中丧了命，而且，尽管他在竭力维护自己在家庭里的正义形象，但却掩盖不了真相。尤瑞开始反省自己生意的正义性，拷问自己的良心，但一切太迟，他已经众叛亲离……
                        "
牯岭街少年杀人事件,8.7,杨德昌,1991-07-27(台湾),又名:,http://www.imdb.com/title/tt0101985,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,"
                                　　结识小明（杨静怡）前，小四（张震）是典型的乖仔，是父母的希望和兄妹的骄傲（一家人指望他考上名牌大学将来提升全家的社会地位），他有一个喜欢摇滚乐的自称“小猫王（王启赞）”的好友，两人虽会去树林看人幽会，但过的是与周围诸多在“小公园”混的少年人完全两样的生活。
                                    "
惊魂记,8.9,阿尔弗雷德·希区柯克,上映日期:,片长:,http://www.imdb.com/title/tt0054215,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,"
                                　　Marion（珍妮特·利 Janet Leigh 饰）在亚利桑那州凤凰城上班，每天中午都急匆匆地与男友幽会，然而男友却因为推说没钱给前妻赡养费而迟迟不肯离婚。这天Marion要替老板存进4万美元进银行，一时冲动之下她决定携款潜逃。沿途她换车后又遇下雨，身心备受煎熬的她见 到路边有一家贝兹汽车旅馆，便决定留下过夜。
                                    "
碧海蓝天,8.7,吕克·贝松,1988-05-11(法国),又名:,http://www.imdb.com/title/tt0095250,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455722535.jpg,"
                                　　杰克（让-马克•巴尔 Jean-Marc Barr）在希腊海边长大，虽然小时候眼看着爸爸死于一次潜水事故，却没有削减杰克对大海的热爱。当杰克的朋友恩佐（让·雷诺 Jean Reno饰）找到他，劝说他参加潜水冠军大赛时，杰克答应了，在比赛中成绩突出勇夺冠军，并且得到了乔安娜（罗姗娜•阿奎特 Rosanna Arquette饰）的爱。两人打得火热，杰克却意识到他放不下、离不开大海。
                                    "
魔女宅急便,8.5,宫崎骏,上映日期:,103分钟,http://www.imdb.com/title/tt0097814,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1637195618.jpg,"
                                　　琪琪今年13岁了，按照魔法界的规矩，魔法少女年满13岁就要出外进行为期一年的修行。所以琪琪带着宠物黑猫吉吉踏上了修行之旅。然而，修行之旅开始得并不顺利，当琪琪来到海边一座大城市时，人们并没有欢迎她的到来，人人都不搭理她。幸亏琪琪有一颗善良的心，当她拾到了一件别人的失物时，热心的琪琪找到了失主。她的善良赢得了面包店老板娘的好感，琪琪就在面包店开始了她用飞行魔法为客人服务的快递业务。琪琪很快适应了新环境，一次，一个热衷于飞机制造的男孩邀请琪琪去参加飞行俱乐部的聚会，途中琪琪因为帮一位老大娘送东西而被雨淋了。从此，琪琪突然发现自己的魔法正在一天天变弱。
                        "
谍影重重2,8.5,保罗·格林格拉斯,语言:,2004-07-15(洛杉矶首映),http://www.thebournesupremacy.com,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,"
                                　　经过上一集的腥风血雨之后，伯恩（马特·达蒙 饰）和女朋友玛丽（弗兰卡·泼坦特 饰）隐居在印度偏僻的海边小镇，想忘记以前的生活。一天，神秘组织的杀手来到小镇，打破了伯恩二人世界的宁静，女友玛丽在逃亡途中被枪杀。
                                    "
谍影重重,8.5,道格·里曼,语言:,2002-06-14(美国),http://www.thebourneidentity.com,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,"
                                　　杰森·伯恩（马特·达蒙 饰）在意大利被人从海上救起，他失去了记忆，除了臀部的瑞士银行帐号之外，他完全没有办法证明自己的身份。
                                    "
阿飞正传,8.5,王家卫,上映日期:,94 分钟,http://www.imdb.com/title/tt0101258,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p924558512.jpg,"
                                　　1960年代的香港，因生母在阿飞旭仔（张国荣）长大成人过程中的缺失，他把自己优雅地比喻为“无根鸟”，对生命中遇到的每一个女人都表现得放荡不羁，售票员苏丽珍（张曼玉）和舞女咪咪（刘嘉玲）先后令他感受过温暖，可是她们也只能当当小情人。为摆脱沉重和无力感，旭仔抛下一切去南洋找寻生母。
                                    "
被解救的姜戈,8.5,昆汀·塔伦蒂诺,制片国家/地区:,2013-05-12(中国大陆),http://unchainedmovie.com,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1959232369.jpg,"
                            "
血战钢锯岭,8.7,梅尔·吉布森,制片国家/地区:,2016-12-08(中国大陆),http://www.hacksawridge.movie/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,"
                                　　1945年，第二次世界大战接近尾声，作为邪恶轴心重要成员的日本，其嚣张态势已成强弩之末。是年，决定战局走向的冲绳岛战役拉开序幕，成千上万斗志昂扬的美国大兵被派往冲绳，等待他们的则是敌军重兵防守、凶险异常的钢锯岭。在这群人中间，却有一个不愿拿起武器的军医。他名叫戴斯蒙德·道斯（安德鲁·加菲尔德 Andrew Garfield 饰），来自美国的弗吉尼亚。太平洋爆发之际，瘦弱的戴斯蒙德志愿成为救死扶伤的军医而应征入伍。可因童年和家庭的原因，他始终不愿拿起枪支操练，为此宁愿背上拒服兵役的罪名被送上军事法庭。几经周折，戴斯蒙德最终和战友来到了钢锯岭。枪林弹雨，转瞬之间无数人应声倒地。在信仰和信念的支持下，戴斯蒙德仅凭一己之力拯救了数十条濒死的生命……
                                    "
达拉斯买家俱乐部,8.7,让-马克·瓦雷,上映日期:,片长:,http://www.imdb.com/title/tt0790636,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,"
                            "
请以你的名字呼唤我,8.8,卢卡·瓜达尼诺,语言:,2017-11-24(美国),http://sonyclassics.com/callmebyyourname/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,"
                                　　故事发生在八十年代的意大利里维埃拉，每年夏天，十七岁的少年艾力奥（提莫西·查拉梅 Timothée Chalamet 饰）都会跟家人一起来此地度假。今年，和他们共享假日时光的，还有来自美国的奥利弗（艾米·汉莫 Armie Hammer 饰），高大英俊热情开朗的奥利弗很快就获得了艾力奥一家人的喜爱。
                                    "
梦之安魂曲,8.7,达伦·阿伦诺夫斯基,2000-12-15(美国),又名:,http://www.imdb.com/title/tt0180093,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p884936202.jpg,"
                                　　哈瑞（杰瑞德·莱托 Jared Leto 饰）和玛丽安（詹妮弗·康纳利 Jennifer Connelly 饰）彼此相爱，梦想着开个服装店，梦想着有个美好的明天。然而他们都离不开毒品，并想着以销毒赚得第一桶金。哈瑞的母亲是个彻底的电视迷，最大的梦想是上电视，为此不顾年迈吞食减肥药。由于药品里的毒品成分，她渐渐上了瘾。哈瑞的朋友狄龙（马龙·韦恩斯 Marlon Wayans 饰）同样是个瘾君子，为了挣大钱加入了黑社会。为了梦想，他们努力着，却一步步深陷毒品难以自拔。 哈瑞的胳膊因注射毒品感染而被割去；玛丽安为了毒品出卖肉体和自尊；哈瑞的母亲最终住进了精神病院受尽折磨；狄龙锒铛入狱。当视线变得模糊，梦在遥远处呼唤，迷失的人该以怎样的姿态安抚自己的灵魂。
                        "
